sampleDate	District	Sub.District	Location	ASLProjectType	Species	Mesh.Size	Run	Sex.Determination.Method	cardNo	fishNum	Sex	Length	Fresh.Water.Age	Salt.Water.Age	Age.Error	Length.Measurement.Type	Gear	Project	Flag
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	34	10	male	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	35	1	male	NA	0	5		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	35	2	female	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	35	3	unknown	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	35	4	female	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	35	5	female	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	35	6	female	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	35	7	female	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	35	8	male	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	35	9	female	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	35	10	unknown	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	36	1	female	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	36	2	female	NA	0	3		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	36	3	male	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	36	4	male	NA	0	2		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	36	5	male	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	36	6	female	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	36	7	female	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	36	8	female	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	36	9	male	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	36	10	female	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	37	1	male	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	37	2	male	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	37	3	male	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	37	4	male	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	37	5	male	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	37	6	female	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	37	7	male	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	37	8	unknown	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	37	9	male	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	37	10	male	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	38	1	female	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	38	2	female	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	38	3	male	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	38	4	female	NA	0	3		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	38	5	male	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	38	6	male	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	38	7	male	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	38	8	male	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	38	9	unknown	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	38	10	female	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	7	9	male	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	7	10	male	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	8	1	female	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	8	2	female	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	8	3	male	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	8	4	male	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	8	5	male	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	8	6	male	NA	0	3		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	8	7	female	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	8	8	female	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	8	9	female	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
8/15/01	Norton Sound	Z1 (Nome Subdistrict)	Eldorado River	General Escapement	Chum	NA	Single Run	NA	8	10	male	NA	0	4		Mid-eye to fork of tail	Handpicked or carcass	Eldorado River Ancillary ASL	NA
